0.213484,0.480459,0.027528,-0.199929,0.318269,0.155724,0.252441,-0.302453,0.256514,0.119588,0.125213,0.070969,0.021550,-0.141443,0.088681,0.051451,-0.186631,0.164046,-0.046437,0.036754,0.034131,-0.157471,0.033111,-0.052944,0.082361,0.026245,-0.087144,0.018372,-0.012111,0.136601,0.050567,0.190095,0.052760,-0.098939,0.015584,-0.112011,-0.059623,0.068441,0.022595,0.049747,-0.186522,-0.049372,-0.070898,-0.025924,0.108048,0.022661,0.060531,-0.037938,-0.004904,0.073926
-0.010925,-0.504391,0.080609,0.210436,0.026902,-0.248321,0.147451,-0.122142,-0.077668,0.046049,0.099914,-0.017593,-0.001069,-0.439116,0.005276,-0.236669,-0.298842,-0.000806,-0.012997,-0.050296,-0.215200,-0.154171,0.036385,0.130539,0.073263,0.149058,-0.028213,0.001986,-0.015516,0.030524,0.041518,-0.065528,-0.019790,0.034757,-0.051471,0.021668,-0.017908,-0.050239,0.011830,-0.030333,0.018720,0.120757,0.112536,0.068046,-0.002735,0.143391,-0.138638,0.055758,0.063259,-0.156707
0.680133,-0.309749,-0.047577,0.186997,0.383980,0.063184,-0.017267,0.079060,-0.070997,0.097634,-0.041625,0.060146,-0.128273,0.219235,0.219349,-0.031874,-0.009300,-0.026764,0.050466,-0.020363,-0.012523,-0.047553,0.026292,0.046863,-0.002105,-0.013973,-0.143807,0.010423,-0.008070,0.145228,-0.061157,0.048584,0.063642,-0.034597,0.068263,0.097271,0.077306,0.034464,-0.012359,-0.046863,-0.016217,0.009112,-0.057120,-0.062944,-0.021166,0.033891,0.082704,-0.014838,0.095169,0.034772
-0.652189,0.059695,-0.134153,-0.051932,0.110250,-0.256623,0.367665,-0.040313,-0.011324,0.027694,-0.275328,0.123225,-0.045887,-0.059969,0.200390,0.024674,0.078161,0.110455,0.094352,-0.187428,-0.035647,-0.085306,0.055284,0.030337,0.000225,-0.164236,0.092337,-0.089990,0.117049,-0.079767,-0.084547,0.025439,-0.030784,-0.054254,-0.000557,-0.023817,-0.108168,0.049256,-0.010676,-0.098032,0.065910,-0.063462,0.006522,-0.024714,-0.008752,-0.006408,-0.013747,-0.076498,-0.067669,-0.053229
-0.119376,0.450680,0.184106,0.398173,0.094224,0.141641,-0.312454,-0.149442,0.215236,-0.122788,0.087162,0.133531,0.155996,0.085210,0.175677,-0.203708,0.147676,-0.099132,0.073600,-0.031519,-0.026302,-0.067145,-0.063810,0.251920,0.190594,0.063292,0.118039,-0.014933,-0.061820,0.065658,-0.102467,0.043197,-0.019133,0.075044,0.048201,0.029869,-0.043830,0.021599,-0.010718,0.061695,-0.074704,0.035750,0.000401,-0.091743,0.090834,0.092922,-0.003416,0.013859,0.088288,0.095210
0.694603,-0.329757,-0.054423,0.041028,0.217339,0.177824,0.066461,0.084795,-0.241036,0.049561,-0.066333,0.036781,-0.195094,0.198670,0.249092,-0.033684,0.074059,-0.003133,0.026088,0.017119,0.032359,0.009760,0.016131,-0.017987,0.055749,-0.001904,-0.138956,0.036393,-0.012842,0.143895,-0.075656,-0.017150,0.047224,-0.063690,0.045585,0.042510,0.073040,0.034768,-0.018697,-0.019056,0.003176,-0.036501,-0.032378,0.001818,-0.070024,0.046572,0.100279,-0.006384,0.080339,0.066208
0.163588,0.354539,0.298085,-0.028170,0.057148,0.117723,-0.109484,-0.098179,0.153913,0.279534,0.190539,-0.432705,0.179348,-0.114059,-0.128557,-0.105279,-0.126915,-0.129636,0.138582,0.244140,0.011102,0.127841,0.048386,0.164824,0.138971,-0.107685,-0.085325,-0.100930,-0.003283,-0.115332,0.090717,-0.050156,-0.005307,0.024510,-0.007881,0.124281,-0.082743,0.016391,0.088850,0.004721,-0.032090,-0.023835,-0.079216,-0.087058,0.107192,-0.104037,0.045350,-0.065968,0.108855,0.060548
0.212156,0.231601,0.259952,0.146461,-0.068559,-0.253528,-0.206831,0.131298,-0.266316,0.003546,-0.078879,0.063471,0.079354,0.183449,-0.170689,0.162009,0.052459,0.040466,-0.097239,-0.118509,-0.018293,-0.440618,-0.052814,-0.046437,-0.035330,0.118641,0.034789,-0.083488,0.156689,0.053371,0.073298,0.165200,0.109883,0.059266,-0.019513,-0.110359,0.167421,-0.134608,0.147371,0.186068,0.047110,0.015994,0.036562,0.150016,-0.140113,-0.006182,0.003632,-0.026877,-0.081979,-0.108864
-0.144312,0.078172,-0.143821,0.207402,0.029415,0.002357,-0.020730,0.143364,0.038289,-0.513943,0.190544,-0.025316,-0.193683,0.140711,0.212263,-0.179417,-0.084965,-0.161174,-0.210117,0.174239,0.166120,0.111453,-0.023721,0.320743,0.086471,0.072481,0.021449,-0.103962,-0.145558,0.049909,-0.045799,-0.171848,-0.195248,-0.083782,-0.066126,0.102594,-0.007353,-0.010251,0.044786,-0.079068,0.158727,-0.069405,0.060883,-0.076550,0.051677,-0.041056,-0.006986,-0.039892,0.019078,-0.074416
0.018326,0.494793,-0.317804,-0.277736,0.005030,0.167937,0.145195,0.075967,-0.192780,0.410081,0.085050,-0.062566,-0.041315,0.191189,0.083415,-0.122234,-0.108614,-0.000580,0.122854,-0.189781,-0.077126,0.041727,-0.016839,-0.099554,0.002184,0.054875,0.024109,0.117212,0.116286,0.098475,0.115378,-0.069618,-0.043957,-0.023395,-0.086399,-0.029231,-0.182614,-0.063738,-0.102132,0.049598,-0.060072,0.120511,-0.021231,-0.074240,-0.113526,-0.057867,0.036560,-0.004127,-0.047646,-0.020689
